	Naive	MinPath	Total families	Families found
PWY-6754	Yes	Yes	2	1
PWY-6562	Yes	No	6	2
PWY-8488	Yes	Yes	3	1
P105-PWY	Yes	No	9	1
PWY-6282	Yes	Yes	6	4
PWY-8244	Yes	No	4	1
VALSYN-PWY	Yes	Yes	4	2
PWY-6886	Yes	Yes	5	4
TRNA-CHARGING-PWY	Yes	Yes	21	18
PWY-8427	Yes	Yes	2	2
GALACTUROCAT-PWY	Yes	No	5	1
GALACTITOLCAT-PWY	Yes	Yes	4	3
PWY-7431	Yes	No	7	1
PWY-7344	Yes	Yes	1	1
PWY-8581	Yes	No	4	1
PWY-8136	Yes	Yes	2	2
PWY-7183	Yes	Yes	1	1
IDNCAT-PWY	Yes	Yes	3	2
PWY-7237	Yes	Yes	4	2
PWYG-321	Yes	No	24	5
PWY-8164	Yes	Yes	2	1
PWY-6984	Yes	Yes	2	1
PWY-8230	Yes	No	6	1
PWY-2722	Yes	Yes	3	2
PWY-8010	Yes	No	3	1
PWY-7303	Yes	Yes	4	1
PWY-8226	Yes	No	5	1
PWY-7569	Yes	Yes	7	1
TEICHOICACID-PWY	Yes	Yes	11	3
PWY-6608	Yes	Yes	4	3
PWY-8135	Yes	Yes	2	1
PWY0-1479	Yes	Yes	5	2
PWY-5695	Yes	Yes	4	4
PWY-7301	Yes	Yes	5	3
PWY-5084	Yes	No	3	1
PWY-5097	Yes	Yes	7	6
PWY-6386	Yes	Yes	8	8
PWY-8203	Yes	Yes	4	3
PLPSAL-PWY	Yes	Yes	3	1
PWY-7480	Yes	No	5	1
P108-PWY	Yes	No	7	1
PWY-7009	Yes	No	7	1
PWY-7199	Yes	Yes	5	3
PWY-7387	Yes	No	3	1
FASYN-INITIAL-PWY	Yes	No	3	1
PWY0-1576	Yes	Yes	2	1
PWY-8452	Yes	Yes	1	1
PWY-7892	Yes	Yes	4	2
PANTO-PWY	Yes	Yes	4	2
PWY-7589	Yes	Yes	2	1
PWY-7560	Yes	Yes	8	4
PWY2DNV-5	Yes	No	6	1
PWY-7688	Yes	No	6	2
PWY-8296	Yes	No	7	2
PWY-6620	Yes	Yes	2	1
PWY-7413	Yes	Yes	4	2
PWY-8263	Yes	Yes	1	1
PWY-6545	Yes	No	9	4
PWY-6614	Yes	Yes	3	3
PWY-7870	Yes	Yes	2	1
PWY-8234	Yes	No	5	1
PWY-3982	Yes	Yes	3	1
PWY0-1581	Yes	Yes	2	1
PWY2PN3-13	Yes	No	5	2
TYRSYN	Yes	No	3	1
PWY-5667	Yes	Yes	4	4
PWY-7779	Yes	No	10	1
PWY-8325	Yes	Yes	4	2
PWY-I9	Yes	Yes	6	5
PWY-6808	Yes	No	5	2
PWY-7863	Yes	Yes	2	1
PWY-7179	Yes	Yes	2	2
SUCROSEUTIL2-PWY	Yes	No	4	1
PWY-5938	Yes	Yes	2	1
PWY-7343	Yes	Yes	2	1
PWY-6463	Yes	Yes	2	1
PWY2DDB-8	Yes	Yes	3	1
PWY-5895	Yes	Yes	2	1
PWY-8402	Yes	Yes	3	1
LCYSDEG-PWY	Yes	Yes	1	1
PWY-6642	Yes	No	3	1
PWY-7822	Yes	No	5	2
PWY-8179	Yes	No	15	2
PWY-8241	Yes	No	6	1
PWY-8183	Yes	Yes	2	1
PWY-8252	Yes	No	4	1
PWY-3641	Yes	No	3	1
CALVIN-PWY	Yes	Yes	11	7
PWY-1042	Yes	Yes	7	5
PWY0-1313	Yes	Yes	1	1
PWY-6863	Yes	No	9	2
PWY-6317	Yes	Yes	5	5
PWY-7242	Yes	Yes	4	2
PWY-5177	Yes	No	4	1
PWY-7570	Yes	No	8	1
PWY-7153	Yes	No	5	2
PWY-701	Yes	Yes	1	1
PWY-6148	Yes	No	11	2
PWY-7124	Yes	No	8	2
PWY-6644	Yes	No	5	1
PWY-8511	Yes	Yes	5	3
PWY-7685	Yes	Yes	1	1
PWY-8235	Yes	No	5	1
PWY-5392	Yes	No	10	3
PWY-6942	Yes	No	6	2
PWY-7219	Yes	Yes	3	3
PWY-6871	Yes	No	3	1
PWY-5265	Yes	Yes	5	3
PWY-5497	Yes	Yes	17	10
PWY-8236	Yes	No	5	1
PWY-7316	Yes	Yes	4	2
PWY0-1300	Yes	Yes	2	1
PWY-5981	Yes	Yes	5	3
PWY-6876	Yes	No	5	1
PWY-7185	Yes	No	5	2
PWY2PN3-7	Yes	No	4	1
P122-PWY	Yes	Yes	18	15
DETOX1-PWY	Yes	Yes	2	1
PWY-5796	Yes	Yes	2	1
GLYSYN-PWY	Yes	Yes	1	1
PWY-8504	Yes	No	9	2
PWY-3781	Yes	No	4	1
PWY-7790	Yes	Yes	6	6
PWY-7852	Yes	Yes	3	2
PWY0-1391	Yes	Yes	1	1
PWY-7807	Yes	No	7	3
PWY-7942	Yes	Yes	4	1
PWY-5122	Yes	Yes	1	1
HEXPPSYN-PWY	Yes	Yes	1	1
PWY-8237	Yes	No	5	1
PWY-6153	Yes	Yes	3	2
SAM-PWY	Yes	Yes	1	1
PWY0-862	Yes	Yes	6	4
PWY-5419	Yes	Yes	4	2
PWY-8125	Yes	No	8	3
PWY-8086	Yes	Yes	13	6
PWY-8131	Yes	No	4	1
PWY-8206	Yes	No	5	1
PWY-8242	Yes	No	5	1
PWY-3162	Yes	No	7	1
PWY-8015	Yes	Yes	2	1
ASPASN-PWY	Yes	No	3	1
PWY-7574	Yes	No	5	1
PWY-8303	Yes	Yes	9	6
PWY-7085	Yes	No	3	1
PWY-8362	Yes	Yes	10	6
PWY-5851	Yes	Yes	1	1
PWY-8328	Yes	Yes	1	1
PWY3O-450	Yes	No	3	1
PWY-5025	Yes	Yes	2	1
PWY-8257	Yes	No	4	1
ARGDEG-V-PWY	Yes	No	3	1
PWY-6387	Yes	Yes	8	8
PWY-5486	Yes	Yes	2	1
ORN-AMINOPENTANOATE-CAT-PWY	Yes	Yes	1	1
PWY-5659	Yes	Yes	4	3
PWY-6583	Yes	No	8	1
PWY-6397	Yes	Yes	9	2
PWY-5939	Yes	Yes	2	2
PWY-621	Yes	Yes	4	2
PWY-8165	Yes	Yes	1	1
LARABITOLUTIL-PWY	Yes	Yes	2	1
PWY-6679	Yes	Yes	3	1
PWY-7562	Yes	No	7	2
PWY-7793	Yes	Yes	2	1
PWY0-1608	Yes	Yes	3	2
GLYCOCAT-PWY	Yes	Yes	7	3
PWY0-1582	Yes	Yes	2	2
PWY-5785	Yes	Yes	2	2
BGALACT-PWY	Yes	Yes	1	1
PWY-2161	Yes	Yes	3	3
ASPARTATE-DEG1-PWY	Yes	Yes	1	1
PWY-4261	Yes	Yes	2	2
PWY-7206	Yes	No	3	1
PWY-5940	Yes	No	11	2
P101-PWY	Yes	No	5	2
PWY-8004	Yes	Yes	7	7
PWY-5901	Yes	No	3	1
PWY-8016	Yes	No	5	1
PWY-7226	Yes	Yes	2	2
CENTFERM-PWY	Yes	Yes	7	3
PWY-7104	Yes	No	6	2
PWY0-1324	Yes	Yes	3	1
PWY-6894	Yes	Yes	2	1
PWY0-1587	Yes	Yes	3	2
PWY-7254	Yes	No	9	1
GLUCONEO-PWY	Yes	Yes	13	9
GLUCOSE1PMETAB-PWY	Yes	No	5	2
PROSYN-PWY	Yes	Yes	3	3
PWY1A0-6120	Yes	No	13	5
PWY-8174	Yes	Yes	12	6
PWY-5852	Yes	Yes	1	1
ARGDEG-III-PWY	Yes	No	3	1
TOLUENE-DEG-3-OH-PWY	Yes	No	5	1
PWY-6854	Yes	Yes	2	1
PWY-7456	Yes	No	7	2
PWY-6383	Yes	No	5	2
PWY-8060	Yes	Yes	3	2
GLYCOLYSIS-E-D	Yes	Yes	2	2
PWY-6344	Yes	No	6	2
PWY-7414	Yes	No	5	2
PWY-7819	Yes	No	7	2
PWY-101	Yes	No	4	1
PWY-6906	Yes	No	7	2
PWY-6964	Yes	Yes	2	1
PWY-8462	Yes	Yes	1	1
PWY-4621-1	Yes	Yes	2	1
PWY0-166	Yes	Yes	10	6
PWY0-1319	Yes	Yes	4	4
PWY-7791	Yes	Yes	6	6
PWY0-1433	Yes	No	3	1
GLYSYN-ALA-PWY	Yes	Yes	1	1
PWY-2941	Yes	Yes	8	8
PWY-6756	Yes	Yes	1	1
DETOX1-PWY-1	Yes	Yes	4	2
PWY-5642	Yes	No	6	1
PWY-7883	Yes	No	9	2
PWY-7094	Yes	No	6	1
PWY-7400	Yes	No	9	2
PWY-8220	Yes	No	6	1
PWY0-1021	Yes	Yes	1	1
NONOXIPENT-PWY	Yes	Yes	4	4
PWY-8218	Yes	No	5	1
PWY-8211	Yes	No	5	1
PWY-8277	Yes	No	6	2
TREDEGLOW-PWY	Yes	Yes	2	1
PWY-8017	Yes	No	6	1
LACTOSECAT-PWY	Yes	Yes	5	3
PWY-8480	Yes	No	10	4
PWY-5103	Yes	No	6	2
PWY-6164	Yes	Yes	2	2
PWY-5839	Yes	Yes	2	1
P164-PWY	Yes	No	13	4
PWY-7077	Yes	Yes	5	3
PWY-5653	Yes	No	3	1
PWY-8251	Yes	No	4	1
ALANINE-SYN2-PWY	Yes	Yes	1	1
COLANSYN-PWY	Yes	Yes	1	1
PWY4FS-8	Yes	Yes	2	1
PWY-8532	Yes	No	5	1
P124-PWY	Yes	Yes	15	12
P302-PWY	Yes	Yes	2	1
PWY2DNV-11	Yes	Yes	3	2
PWY-7817	Yes	Yes	15	4
LYXMET-PWY	Yes	Yes	4	2
PWY-8289	Yes	Yes	5	3
PWY-7904	Yes	Yes	4	1
P21-PWY	Yes	Yes	2	2
PYRIDNUCSYN-PWY	Yes	No	6	2
PWY-5964	Yes	Yes	1	1
PWY-7761	Yes	Yes	5	3
PWY-8178	Yes	Yes	5	4
PWY-8253	Yes	No	5	1
PWY-8314	Yes	No	3	1
PWY-6976	Yes	No	6	2
PWY-7909	Yes	Yes	3	2
ILEUSYN-PWY	Yes	Yes	5	3
PWY-8168	Yes	Yes	1	1
NONMEVIPP-PWY	Yes	Yes	8	4
PWY-7816	Yes	No	13	2
PWY-8190	Yes	Yes	7	1
PWY66-366	Yes	Yes	2	2
PWY-1622	Yes	Yes	10	5
HSERMETANA-PWY	Yes	Yes	2	1
PWY-5480	Yes	Yes	3	3
PWY-8043	Yes	Yes	3	1
PWY-7902	Yes	No	5	2
PWY-8380	Yes	Yes	5	3
PWY-7195	Yes	Yes	2	1
PWY-6214	Yes	Yes	2	1
PWY-7398	Yes	Yes	8	1
GLUTATHIONESYN-PWY	Yes	Yes	2	1
PWY-8250	Yes	No	7	1
PWY-7884	Yes	No	4	1
PWY-7459	Yes	Yes	2	1
PWY-5744	Yes	No	13	3
PWY-6154	Yes	Yes	3	2
PWY-6987	Yes	Yes	3	1
PWY-7858	Yes	Yes	6	3
PWY18C3-5	Yes	Yes	2	1
SUCUTIL-PWY	Yes	Yes	3	3
1CMET2-PWY	Yes	Yes	9	6
PWY-8438	Yes	No	8	1
PWY-8264	Yes	No	3	1
PWY-7766	Yes	Yes	3	1
QUINATEDEG-PWY	Yes	No	3	1
PWY-5041	Yes	Yes	3	2
LEUSYN-PWY	Yes	No	3	1
PWY-6416	Yes	No	3	1
PWY-6898	Yes	Yes	1	1
PWY-5913	Yes	No	8	1
PWY0-541	Yes	Yes	1	1
PWY-6992	Yes	No	5	2
PWY-6131	Yes	Yes	2	1
GLYCOLYSIS	Yes	Yes	13	12
PWY-7900	Yes	No	8	1
HOMOSER-THRESYN-PWY	Yes	Yes	2	2
PWY-7645	Yes	Yes	2	1
ARGSYNBSUB-PWY	Yes	Yes	10	3
PWY-8205	Yes	No	4	1
PWY-6519	Yes	Yes	8	4
REDCITCYC	Yes	No	9	1
PWY-6123	Yes	Yes	6	6
PWY0-1545	Yes	No	3	1
PWY-8523	Yes	No	11	1
PWY-8224	Yes	No	5	1
PWY-5837	Yes	Yes	7	6
PWY8J2-27	Yes	Yes	3	2
PWY-8454	Yes	Yes	2	2
GLYCEROLMETAB-PWY	Yes	Yes	2	2
PWY-8525	Yes	Yes	8	6
PWY-6609	Yes	Yes	3	3
PWY-3801	Yes	Yes	5	4
PWY-8088	Yes	Yes	4	3
DTDPRHAMSYN-PWY	Yes	Yes	4	4
PWY-3661	Yes	No	6	2
PWY-7312	Yes	Yes	4	2
PWY-1881	Yes	Yes	1	1
PWY0-1561	Yes	Yes	2	1
PWY-8189	Yes	Yes	2	2
PWY-6588	Yes	No	5	2
PWY-6722	Yes	No	5	1
PWY-8275	Yes	Yes	1	1
PWY0-1329	Yes	Yes	2	1
TRYPDEG-PWY	Yes	Yes	1	1
PYRUVDEHYD-PWY	Yes	Yes	3	3
PWY-7530	Yes	No	7	1
PWY0-1477	Yes	Yes	5	4
PWY-6471	Yes	Yes	5	3
PWY-7991	Yes	No	5	1
PWY-7003	Yes	Yes	6	6
PWY-6147	Yes	Yes	5	3
PWY-6507	Yes	Yes	5	2
PWY-8279	Yes	No	9	4
PWY-4101	Yes	Yes	2	1
GLUCONSUPER-PWY	Yes	Yes	1	1
GLNSYN-PWY	Yes	Yes	1	1
PWY-5485	Yes	Yes	4	3
PWY-8248	Yes	No	3	1
PWY-5283	Yes	Yes	8	1
PWY-8209	Yes	No	4	1
PWY0-1546	Yes	Yes	3	1
PWY-6611	Yes	Yes	3	2
PWY1-3	Yes	No	3	1
PWY-8029	Yes	No	7	1
PWY-8233	Yes	No	5	1
PWY-6893	Yes	Yes	2	1
PWY-8272	Yes	No	5	1
PWY-8212	Yes	No	6	1
PWY-7315	Yes	Yes	4	2
PWY-7997	Yes	Yes	1	1
PWY-6892	Yes	No	6	1
PWY-8560	Yes	No	6	2
PWY-7197	Yes	Yes	4	2
PWY2PN3-2	Yes	Yes	2	1
PWY-6012	Yes	Yes	2	1
PWY-7391	Yes	Yes	8	5
PWY-7985	Yes	No	4	1
PWY-7102	Yes	Yes	6	3
PWY1YI0-8	Yes	Yes	2	1
PWY-6389	Yes	Yes	2	1
PWY-6406	Yes	Yes	2	1
SALVPURINE2-PWY	Yes	Yes	2	2
PWY-8049	Yes	No	7	1
XYLCAT-PWY	Yes	Yes	2	2
PWY-5057	Yes	Yes	3	2
PWY-5973	Yes	Yes	5	4
PWY-8047	Yes	No	7	1
VALDEG-PWY	Yes	Yes	8	3
PWY-6703	Yes	No	4	1
ENTBACSYN-PWY	Yes	Yes	1	1
PWY-5663	Yes	No	3	1
P562-PWY	Yes	Yes	7	7
PWY0-1295	Yes	Yes	2	1
PWY-7255	Yes	No	4	1
PWY-6599	Yes	Yes	2	2
PWY-3561	Yes	No	3	1
PWY1YI0-2	Yes	No	3	1
PWY-7111	Yes	No	5	2
PWY-7539	Yes	No	5	2
PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2
PWY-7886	Yes	No	3	1
PWY-5484	Yes	Yes	11	10
PWY-8294	Yes	Yes	2	1
RUMP-PWY	Yes	Yes	6	5
P2-PWY	Yes	Yes	5	3
GLYCLEAV-PWY	Yes	No	3	1
PWY-6672	Yes	No	8	1
PWY-5892	Yes	Yes	2	1
PWY-7425	Yes	Yes	3	1
TOLUENE-DEG-2-OH-PWY	Yes	No	3	1
PWY0-1353	Yes	Yes	2	1
PWY-7318	Yes	No	5	2
PWY-8184	Yes	No	3	1
GLUDEG-II-PWY	Yes	No	3	1
PWY185E-5	Yes	No	3	1
PWY-6899	Yes	Yes	2	1
PWY-5994	Yes	Yes	5	1
PWY-8185	Yes	No	3	1
PWY-7805	Yes	Yes	8	3
PWY-6897	Yes	Yes	3	2
ARGSYN-PWY	Yes	Yes	4	2
PWY0-1182	Yes	Yes	2	1
PWY-7347	Yes	No	3	1
PWY-6174	Yes	No	7	3
PWY0-1261	Yes	Yes	13	9
PWY-8232	Yes	No	5	1
NAD-BIOSYNTHESIS-II	Yes	Yes	3	2
PWY-7216	Yes	No	5	1
PWY-6163	Yes	Yes	5	5
PWY-6906-1	Yes	Yes	8	3
PWYQT-4429	Yes	Yes	2	1
CITRULLINE-DEG-PWY	Yes	Yes	1	1
GALACTARDEG-PWY	Yes	No	4	1
SALVADEHYPOX-PWY	Yes	Yes	4	4
PWY-2721	Yes	Yes	2	2
PWY0-1533	Yes	No	5	1
PWY-6999	Yes	No	4	1
PWY-5148	Yes	Yes	1	1
PWY-7224	Yes	No	6	1
PWY-5101	Yes	No	7	2
PWY-8219	Yes	No	6	1
CHOLINE-BETAINE-ANA-PWY	Yes	Yes	2	1
PWY185E-1	Yes	No	8	1
PWY-5046	Yes	Yes	3	3
SERDEG-PWY	Yes	Yes	1	1
PWY-43	Yes	No	3	1
ILEUDEG-PWY	Yes	No	6	1
DAPLYSINESYN-PWY	Yes	Yes	9	8
PWY3O-1743	Yes	Yes	2	1
PWY0-662	Yes	Yes	1	1
PWY-4081	Yes	Yes	3	1
PWY-7220	Yes	Yes	3	3
ANAGLYCOLYSIS-PWY	Yes	Yes	11	10
PWY-5120	Yes	Yes	1	1
PWY-7953	Yes	Yes	8	6
PWY-4981	Yes	Yes	2	1
PWY-6470	Yes	No	7	2
PWY-8431	Yes	No	4	1
PWY-1861	Yes	Yes	8	7
PWY490-4	Yes	Yes	4	1
PWY-5151	Yes	Yes	2	1
PWY-7815	Yes	No	12	2
CYSTSYN-PWY	Yes	Yes	2	2
PWY-6122	Yes	Yes	5	4
METHIONINE-DEG1-PWY	Yes	No	3	1
PWY-7657	Yes	No	5	2
PWY-7241	Yes	No	4	1
ETOH-ACETYLCOA-ANA-PWY	Yes	Yes	2	2
PWY-8222	Yes	No	5	1
PWY-7328	Yes	Yes	2	1
PWY-5437	Yes	Yes	6	4
PWY-8291	Yes	Yes	2	1
PWY-6572	Yes	Yes	7	1
PYRIDNUCSAL-PWY	Yes	No	7	2
PWY-5697	Yes	Yes	2	1
PWY-6613	Yes	Yes	2	2
2ASDEG-PWY	Yes	No	4	1
PWY-8280	Yes	No	6	2
PWY-8352	Yes	No	5	2
PWY0-301	Yes	Yes	5	4
PWY-6476	Yes	Yes	1	1
P121-PWY	Yes	Yes	2	2
PWY-7187	Yes	Yes	7	5
PWY-6938-1	Yes	Yes	2	2
PWY-4381	Yes	Yes	3	3
HISTSYN-PWY	Yes	No	9	1
PWY-8566	Yes	Yes	1	1
PWY-8188	Yes	Yes	2	1
PWY-8012	Yes	No	17	1
PWY-8040	Yes	Yes	9	1
PWY-7006	Yes	No	5	1
PWY-8208	Yes	No	4	1
PWY-6373	Yes	No	5	1
ALANINE-VALINESYN-PWY	Yes	Yes	1	1
PWY-7396	Yes	No	8	1
ALACAT2-PWY	Yes	No	3	1
PWY-8207	Yes	No	4	1
PWY-6430	Yes	No	3	1
PWY-7356	Yes	Yes	7	7
PWY0-1466	Yes	Yes	2	1
PWY-7210	Yes	Yes	8	4
PHOSPHONOTASE-PWY	Yes	No	3	1
PWY-3722	Yes	Yes	2	1
PWY-5493	Yes	Yes	2	2
PWY-8014	Yes	No	5	1
MANNCAT-PWY	Yes	Yes	2	2
PWY-8130	Yes	No	3	1
PWY-5698	Yes	Yes	3	3
PWY-6385	Yes	Yes	4	2
PWY-6012-1	Yes	Yes	1	1
PWY-7395	Yes	Yes	4	3
PWY-2201	Yes	No	13	5
PWY-5668	Yes	No	3	1
PWY-6277	Yes	Yes	5	4
ECASYN-PWY	Yes	No	5	1
OXIDATIVEPENT-PWY	Yes	Yes	3	3
PWY-7310	Yes	Yes	3	1
PWY-7684	Yes	Yes	2	2
PWY0-41	Yes	Yes	3	1
PWY-5123	Yes	Yes	2	2
PWY-8377	Yes	No	8	3
PWY-8551	Yes	Yes	1	1
PWY-8509	Yes	Yes	1	1
PWY0-1264	Yes	Yes	3	3
PWY-5941	Yes	No	6	2
AMMASSIM-PWY	Yes	No	3	1
PWY-6901	Yes	Yes	8	7
PWY-8508	Yes	Yes	2	2
PWY66-21	Yes	Yes	3	3
PWY-8582	Yes	Yes	2	1
GLUTAMINEFUM-PWY	Yes	Yes	1	1
PWY-6556	Yes	Yes	2	1
HOMOCYSDEGR-PWY	Yes	Yes	2	1
PWY2O6K-7	Yes	Yes	2	1
HOMOSER-METSYN-PWY	Yes	No	5	1
PWY-6753	Yes	Yes	2	1
PWY-5491	Yes	Yes	2	1
PWY2DDB-9	Yes	Yes	2	1
PWY-5482	Yes	Yes	3	2
PWY-7177	Yes	Yes	2	1
GLUAMCAT-PWY	Yes	Yes	2	2
PWY2O6K-6	Yes	Yes	2	1
PWY-6038	Yes	Yes	2	2
PWY-8489	Yes	No	6	1
PWY0-1314	Yes	Yes	1	1
TYRFUMCAT-PWY	Yes	No	5	1
PWY0-1517	Yes	Yes	2	1
PWY-8173	Yes	Yes	11	6
PWY0-1584	Yes	No	3	1
PWY0-1591	Yes	Yes	2	1
PWY-6700	Yes	Yes	4	3
ASPARTATESYN-PWY	Yes	Yes	1	1
PWY-5104	Yes	No	6	2
PPGPPMET-PWY	Yes	Yes	4	2
PWY-4984	Yes	No	5	1
PWY-6749	Yes	No	9	2
