S_S2_Bs_063_1	NADH-DEHYDROG-A-RXN
S_S2_Bs_063_1307	RXN-11057
S_S2_Bs_063_1307	RXN-11056
S_S2_Bs_063_1307	RXN-13064
S_S2_Bs_063_1307	RXN66-181
S_S2_Bs_063_1307	RXN-8630
S_S2_Bs_063_1308	RXN66-169
S_S2_Bs_063_1308	RXN66-161
S_S2_Bs_063_1308	RXN66-163
S_S2_Bs_063_1308	RXN66-146
S_S2_Bs_063_1308	UNSPECIFIC-MONOOXYGENASE-RXN
S_S2_Bs_063_1308	RXN-8872
S_S2_Bs_063_1308	RXN-11057
S_S2_Bs_063_1308	RXN-11056
S_S2_Bs_063_1308	RXN-13064
S_S2_Bs_063_1308	RXN66-181
S_S2_Bs_063_1308	RXN-8630
S_S2_Bs_063_1309	R83-RXN
S_S2_Bs_063_1310	R146-RXN
S_S2_Bs_063_1312	CYSTEINE-DIOXYGENASE-RXN
S_S2_Bs_063_1313	2.3.2.13-RXN
S_S2_Bs_063_1314	RXN-12898
S_S2_Bs_063_1314	RXN-14054
S_S2_Bs_063_1315	4.4.1.19-RXN
S_S2_Bs_063_1316	RXN-13779
S_S2_Bs_063_1317	RXN8J2-138
S_S2_Bs_063_1318	SUCROSE-PHOSPHATASE-RXN
S_S2_Bs_063_1319	R147-RXN
S_S2_Bs_063_1320	RXN-11820
S_S2_Bs_063_1321	3.4.24.29-RXN
S_S2_Bs_063_1322	ACYLAMINOACYL-PEPTIDASE-RXN
S_S2_Bs_063_1323	RXN-11407
S_S2_Bs_063_1323	URONATE-DEHYDROGENASE-RXN
S_S2_Bs_063_1325	RXN-14930
S_S2_Bs_063_1326	6-CARBOXYHEXANOATE--COA-LIGASE-RXN
S_S2_Bs_063_1327	RXN-13337
S_S2_Bs_063_1328	RXN0-1001
S_S2_Bs_063_1329	3.2.1.132-RXN
S_S2_Bs_063_1330	NADPH-DEHYDROGENASE-RXN
S_S2_Bs_063_1331	RXN-6501
S_S2_Bs_063_1332	ACETOACETATE-DECARBOXYLASE-RXN
S_S2_Bs_063_1333	RXN8J2-80
S_S2_Bs_063_1335	RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN
S_S2_Bs_063_1336	RXN-1401
S_S2_Bs_063_1336	RXN-11067
S_S2_Bs_063_1336	RXN-9598
S_S2_Bs_063_1336	RXN-10778
S_S2_Bs_063_1336	RXN-5821
S_S2_Bs_063_1336	RXN-10908
S_S2_Bs_063_1336	RXN-10907
S_S2_Bs_063_1336	RXN6666-4
S_S2_Bs_063_1336	RXN-1
S_S2_Bs_063_1336	RXN-10910
S_S2_Bs_063_1336	RXN-10913
S_S2_Bs_063_1336	RXN-10817
S_S2_Bs_063_1337	URATE-OXIDASE-RXN
S_S2_Bs_063_1338	RXN-6201
S_S2_Bs_063_1339	RXN-13335
S_S2_Bs_063_1340	QUERCETIN-23-DIOXYGENASE-RXN
S_S2_Bs_063_1341	RXN-14178
S_S2_Bs_063_1344	RXN-16263
S_S2_Bs_063_1346	3.4.21.110-RXN
